Code #,Count,Title,HTML address,URL: doc address,Date accessed,Accessed by,Source,Day/Month,Year,Material type,Government Level 1,Government Level 2,Citation,Database name,Database link,Search terms used,Filters applied,Other Notes
883,1394,Putting the Challenge in Context,,https://advance.lexis.com/document/?pdmfid=1000516&crid=d8e716e3-e73e-4680-8b6e-4008b004beeb&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T1FF-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T1FF-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr71&ecomp=r89tk&earg=sr71&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,6/28,2012,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
884,1010,Responding to Climate-Related Disasters,,https://advance.lexis.com/document/?pdmfid=1000516&crid=bca44a0a-ac1b-4522-8998-0acfb3b56303&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A8GPK-C962-H9Y9-Y13B-00000-00&pddocid=urn%3AcontentItem%3A8GPK-C962-H9Y9-Y13B-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr72&ecomp=r89tk&earg=sr72&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,1/16,2013,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
885,90690,"Shifts in U.S. Merchandise Trade 2007, 2008 ITC LEXIS 2390, USITC PUBLICATION 4044",,https://advance.lexis.com/document/?pdmfid=1000516&crid=6edf2177-13f9-4d07-8d34-4fbb0e8c3947&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A5HNN-BHR0-FN85-G02M-00000-01&pddocid=urn%3AcontentItem%3A5HNN-BHR0-FN85-G02M-00000-01&pdcontentcomponentid=6769&pdteaserkey=sr73&ecomp=r89tk&earg=sr73&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,12,2008,Federal agency document,U.S. International Trade Commission,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
886,7770,"Statement of Ann Bartuska concerning Oversight, scientific assessments of impacts of global climate change on wildfire activity in the U.S.",,https://advance.lexis.com/document/?pdmfid=1000516&crid=d186d683-d29b-4829-986d-78924d353baf&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T11P-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T11P-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr74&ecomp=r89tk&earg=sr74&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,9/24,2007,Federal agency document,Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
887,1877,"Statement of Jim Hubbard concerning Oversight, global climate change",,https://advance.lexis.com/document/?pdmfid=1000516&crid=d4d3d4f4-2a3b-4c1a-aea7-eace790edd6e&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T10Y-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T10Y-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr75&ecomp=r89tk&earg=sr75&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,4/26,2007,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
888,2249,"Statement of Kent Connaughton conerning Forest Management, Timber, Accelerated Restoration Strategy, Pacific Northwest, Old Growth, Spotted Owl",,https://advance.lexis.com/document/?pdmfid=1000516&crid=6c4fbca3-3e5d-446d-80bd-67eacc7d263f&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T160-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T160-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr76&ecomp=r89tk&earg=sr76&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,5/21,2012,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
889,5243,"Statement of Leslie Weldon concerning Grazing, Carson NF, Wilderness designation, and Forest Cabin",,https://advance.lexis.com/document/?pdmfid=1000516&crid=e71a33a0-3e54-4d05-bd85-f7a04ab70fa5&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T168-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T168-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr77&ecomp=r89tk&earg=sr77&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,3/22,2012,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
890,3301,Statement of Linda Goodman concerning Wildlife,,https://advance.lexis.com/document/?pdmfid=1000516&crid=ed05a1e8-65b9-4bdc-8fae-081fa7b3b2e8&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T10D-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T10D-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr78&ecomp=r89tk&earg=sr78&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,10/4,2006,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
891,3076,"Statement of Mark Rey concerning Oversight, forest restoration, hazardous fuels reduction, Oregon, Washington",,https://advance.lexis.com/document/?pdmfid=1000516&crid=51435755-0d9b-4f2d-818d-dd926e5eea5f&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T11S-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T11S-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr79&ecomp=r89tk&earg=sr79&prid=be2d974b-a0a0-4d5b-8a1f-e4ef3a42fdc9,3/16/2017,EF,,12/13,2007,Federal agency document,Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
892,2979,Statement of Mark Rey concerning Oversight - Recreation Enhancement Fee Program,,https://advance.lexis.com/document/?pdmfid=1000516&crid=9e262f21-b033-4762-a56d-3598712f43ff&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T122-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T122-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr80&ecomp=r89tk&earg=sr80&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,6/18,2008,Federal agency document,"Department of Agriculture, Department of the Interior",,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
893,2571,"Statement of Mary Wagner concerning Role of forest products in solving energy and climate challenges, ecosystem services",,https://advance.lexis.com/document/?pdmfid=1000516&crid=73371373-38a6-4771-8aac-1477a8057f2e&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JFT2-1NTJ-T13F-00000-00&pddocid=urn%3AcontentItem%3A88MN-JFT2-1NTJ-T13F-00000-00&pdcontentcomponentid=130242&pdteaserkey=sr81&ecomp=r89tk&earg=sr81&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,4/20,2009,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
894,1410,State of Forests and Forestry in the United States,,https://advance.lexis.com/document/?pdmfid=1000516&crid=75964820-5a66-469b-9732-ba1e714d2a53&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T1FD-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T1FD-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr82&ecomp=r89tk&earg=sr82&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,5/8,2012,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
895,3800,The Challenge of Citizen Stewardship,,https://advance.lexis.com/document/?pdmfid=1000516&crid=4d969ba4-824a-4d20-bccf-e5503abff170&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T1DV-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T1DV-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr83&ecomp=r89tk&earg=sr83&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,4/2,2011,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
896,3963,The Challenge of Protecting Natural Resources from Invasive Species,,https://advance.lexis.com/document/?pdmfid=1000516&crid=cbf14fab-975e-48ed-86ee-749449191981&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MN-JJC2-1NTJ-T1DR-00000-00&pddocid=urn%3AcontentItem%3A88MN-JJC2-1NTJ-T1DR-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr84&ecomp=r89tk&earg=sr84&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,1/11,2011,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
897,2592,The State of Forests and Forestry in the United States,,https://advance.lexis.com/document/?pdmfid=1000516&crid=a30d1b57-b9aa-4016-91a6-f30a415dfaf5&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A8GPK-C962-H9Y9-Y13G-00000-00&pddocid=urn%3AcontentItem%3A8GPK-C962-H9Y9-Y13G-00000-00&pdcontentcomponentid=130244&pdteaserkey=sr85&ecomp=r89tk&earg=sr85&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,10/29,2014,Federal agency document,Department of Agriculture,Forest Service,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
898,116692,THE YEAR IN TRADE 2011 Operation of the Trade Agreements Program,,https://advance.lexis.com/document/?pdmfid=1000516&crid=e98e75f8-f93a-4deb-bbfc-cf1d70414139&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A5J1V-SHP0-014D-B2M1-00000-00&pddocid=urn%3AcontentItem%3A5J1V-SHP0-014D-B2M1-00000-00&pdcontentcomponentid=6769&pdteaserkey=sr86&ecomp=r89tk&earg=sr86&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,7,2012,Federal agency document,U.S. International Trade Commission,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
899,3539,"Transcript of Secretary Vilsack's remarks at the United Nations Climate Change Conference in Cancun, Mexico",,https://advance.lexis.com/document/?pdmfid=1000516&crid=3d3cb6bf-4d6b-4928-9440-7be2b8267549&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MR-69R2-1NTJ-T4FP-00000-00&pddocid=urn%3AcontentItem%3A88MR-69R2-1NTJ-T4FP-00000-00&pdcontentcomponentid=130241&pdteaserkey=sr87&ecomp=r89tk&earg=sr87&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,12/9,2010,Federal agency document,Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
900,19238,"Transcript of the Wyoming Farm Bill Forum with Mark Rey, Under Secretary for Natural Resources and Environment and Moderator Justin Mills of the Northern Ag Network at the Wyoming State Fair in Douglas, Wyoming on August 18, 2005 ",,https://advance.lexis.com/document/?pdmfid=1000516&crid=39b4d872-e2b7-4a3c-9b43-a8530504c3b6&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88MR-66R2-1NTJ-T3TX-00000-00&pddocid=urn%3AcontentItem%3A88MR-66R2-1NTJ-T3TX-00000-00&pdcontentcomponentid=130241&pdteaserkey=sr88&ecomp=r89tk&earg=sr88&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,8/26,2005,Federal agency document,Department of Agriculture,,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
901,931,U.S. Air Force Academy Recognized for Conservation Excellence by the U.S. Fish and Wildlife Service,,https://advance.lexis.com/document/?pdmfid=1000516&crid=0c65afc9-482f-49ae-b4fa-8ac760e30741&pddocfullpath=%2Fshared%2Fdocument%2Fadministrative-materials%2Furn%3AcontentItem%3A88M6-CPH2-1NTJ-T12B-00000-00&pddocid=urn%3AcontentItem%3A88M6-CPH2-1NTJ-T12B-00000-00&pdcontentcomponentid=129502&pdteaserkey=sr89&ecomp=r89tk&earg=sr89&prid=6210b3a8-769f-4a01-a28a-6f33adb83a4c,3/16/2017,EF,,6/25,2012,Federal agency document,Department of the Interior,Fish and Wildlife Service ,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
902,774674,Yearbook of Agriculture 1931,,http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-serialset$2f3$2ff$2fd$2ff$2f9436_hdoc777_from_1_to_1117.pdf/entitlementkeys=1234|app-gis|serialset|9436_h.doc.777,3/23/2017,EF,,,1931,Federal agency document,Department of Agriculture,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
903,281408,"Annual report of the board of regents of the Smithsonian Institution showing the operations, expenditures, and conditionof the institution for the year ended June 30",,http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-serialset$2fd$2f3$2f7$2f1$2f10742_hdoc513_from_1_to_738.pdf/entitlementkeys=1234|app-gis|serialset|10742_h.doc.513,3/23/2017,EF,,,1941,Congressional document,House of Representatives,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
904,320936,Future of the Highway Program,,http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f4$2fe$2f8$2fhrg-1975-pws-0036_from_1_to_910.pdf/entitlementkeys=1234|app-gis|hearing|hrg-1975-pws-0036,3/23/2017,EF,,,1975,Congressional document,Senate,"Committee on Public Works, Subcommittee on Transportation",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
905,406332,"Oregon Wilderness Act of 1983, Part 1",,http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f7$2f4$2f7$2fhrg-1983-nar-0054_from_1_to_1241.pdf/entitlementkeys=1234|app-gis|hearing|hrg-1983-nar-0054,3/23/2017,EF,,,1983,Congressional document,Senate,"Committee on Energy and Natural Resources, Subcommittee on Public Lands and Reserved Water",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
906,7525,2009 Legis. Bill Hist. US S.B. 2798,,https://advance.lexis.com/document/?pdmfid=1000516&crid=d99d502f-5e10-462e-b5a4-8464962e29bc&pddocfullpath=%2Fshared%2Fdocument%2Fstatutes-legislation%2Furn%3AcontentItem%3A51J2-V5G0-00GJ-31WG-00000-00&pddocid=urn%3AcontentItem%3A51J2-V5G0-00GJ-31WG-00000-00&pdcontentcomponentid=303467&pdteaserkey=sr4&ecomp=r89tk&earg=sr4&prid=b2dfd783-f867-4f22-8b8d-fae7aab3fbec,3/18/2017,EF,,9/27,2010,Congressional document,Senate,Energy and Natural Resources Committee,,Lexis Advance Research,https://advance.lexis.com/,"""mountain pine beetle""","Jurisdiction: ""All Federal"", Content type: ""Statutes and legislation"", ""Administrative materials"", ""Administrative codes and regulations"", ""Legal news""",
907,181716,"Additions to the National Wilderness Preservation System, Part VI",,http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f2$2f2$2fe$2f6$2fhrg-1983-iia-0035_from_1_to_483.pdf/entitlementkeys=1234|app-gis|hearing|hrg-1983-iia-0035,3/23/2017,EF,,,1983,Congressional document,House of Representatives,"Committee on Interior and Insular Affairs, Subcommittee on Public Lands and National Parks",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
